table,column,human_name,data_type,is_nullable,char_length,used_w1,total_w1,pct_w1,grade_w1,used_w2,total_w2,pct_w2,grade_w2,used_all,total_all,pct_all,grade_all,distinct_non_empty_all,description_short,description_long,date_filter,notes
shows_registration,Owner_Street,Owner Street,varchar,YES,200,210,460,45.65,8,24475,27849,87.88,10,24685,28309,87.20,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,Owner_StNumber,Owner St Number,varchar,YES,200,4,460,0.87,1,819,27849,2.94,1,823,28309,2.91,1,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,Owner_Zip,Owner Zip,varchar,YES,200,121,460,26.30,7,18826,27849,67.60,9,18947,28309,66.93,9,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,Owner_Email,Owner Email,varchar,YES,200,428,460,93.04,10,27707,27849,99.49,10,28135,28309,99.39,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,Owner_Mobile,Owner Mobile,varchar,YES,200,437,460,95.00,10,27846,27849,99.99,10,28283,28309,99.91,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,Owner_IsMember,Owner Is Member,decimal,YES,,0,460,0.00,1,0,27849,0.00,1,0,28309,0.00,1,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_registration,SpecialKey,Special Key,varchar,YES,4000,0,460,0.00,1,0,27849,0.00,1,0,28309,0.00,1,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(4000), Nullable: YES.",created_at,"Data type: varchar(4000), Nullable: YES."
shows_registration,SpecialClass,Special Class,decimal,YES,,454,460,98.70,10,978,27849,3.51,1,1432,28309,5.06,2,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_registration,Owner_FirstName,Owner First Name,varchar,YES,200,437,460,95.00,10,27848,27849,100.00,10,28285,28309,99.92,10,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,Owner_LastName,Owner Last Name,varchar,YES,200,437,460,95.00,10,27844,27849,99.98,10,28281,28309,99.90,10,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,Status,Status,decimal,YES,,433,460,94.13,10,27626,27849,99.20,10,28059,28309,99.12,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_registration,SagirID,Sagir Id,varchar,YES,200,460,460,100.00,10,27730,27849,99.57,10,28190,28309,99.58,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(200), Nullable: YES.",created_at,"Dog key to DogsDB.SagirID. Data type: varchar(200), Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,Couples1_MDogName,Couples1 Mdog Name,varchar,YES,200,26,460,5.65,2,46,27849,0.17,1,72,28309,0.25,1,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,Couples1_MSagirID,Couples1 Msagir Id,varchar,YES,200,29,460,6.30,3,1773,27849,6.37,3,1802,28309,6.37,3,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,Couples2_FDogName,Couples2 Fdog Name,varchar,YES,200,26,460,5.65,2,46,27849,0.17,1,72,28309,0.25,1,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,Couples2_FSagirID,Couples2 Fsagir Id,varchar,YES,200,29,460,6.30,3,1773,27849,6.37,3,1802,28309,6.37,3,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,bGidul1_DogName,B Gidul1 Dog Name,varchar,YES,200,17,460,3.70,1,15,27849,0.05,1,32,28309,0.11,1,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,bGidul2_DogName,B Gidul2 Dog Name,varchar,YES,200,16,460,3.48,1,14,27849,0.05,1,30,28309,0.11,1,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,bGidul3_DogName,B Gidul3 Dog Name,varchar,YES,200,16,460,3.48,1,13,27849,0.05,1,29,28309,0.10,1,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,bGidul4_DogName,B Gidul4 Dog Name,varchar,YES,200,16,460,3.48,1,8,27849,0.03,1,24,28309,0.08,1,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,bGidul5_DogName,B Gidul5 Dog Name,varchar,YES,200,4,460,0.87,1,2,27849,0.01,1,6,28309,0.02,1,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,bGidul1_SagirID,B Gidul1 Sagir Id,varchar,YES,200,16,460,3.48,2,976,27849,3.50,2,992,28309,3.50,2,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,bGidul2_SagirID,B Gidul2 Sagir Id,varchar,YES,200,16,460,3.48,2,969,27849,3.48,2,985,28309,3.48,2,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,bGidul3_SagirID,B Gidul3 Sagir Id,varchar,YES,200,15,460,3.26,2,962,27849,3.45,2,977,28309,3.45,2,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,bGidul4_SagirID,B Gidul4 Sagir Id,varchar,YES,200,9,460,1.96,2,601,27849,2.16,2,610,28309,2.15,2,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,bGidul5_SagirID,B Gidul5 Sagir Id,varchar,YES,200,1,460,0.22,1,245,27849,0.88,1,246,28309,0.87,1,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,Gor1_DogName,Gor1 Dog Name,varchar,YES,200,1,460,0.22,1,9,27849,0.03,1,10,28309,0.04,1,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,Gor2_DogName,Gor2 Dog Name,varchar,YES,200,1,460,0.22,1,8,27849,0.03,1,9,28309,0.03,1,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,Gor3_DogName,Gor3 Dog Name,varchar,YES,200,1,460,0.22,1,8,27849,0.03,1,9,28309,0.03,1,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,Gor4_DogName,Gor4 Dog Name,varchar,YES,200,1,460,0.22,1,1,27849,0.00,1,2,28309,0.01,1,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,Gor5_DogName,Gor5 Dog Name,varchar,YES,200,1,460,0.22,1,0,27849,0.00,1,1,28309,0.00,1,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,Gor1_SagirID,Gor1 Sagir Id,varchar,YES,200,1,460,0.22,1,175,27849,0.63,1,176,28309,0.62,1,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,Gor2_SagirID,Gor2 Sagir Id,varchar,YES,200,1,460,0.22,1,171,27849,0.61,1,172,28309,0.61,1,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,Gor3_SagirID,Gor3 Sagir Id,varchar,YES,200,1,460,0.22,1,163,27849,0.59,1,164,28309,0.58,1,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,Gor4_SagirID,Gor4 Sagir Id,varchar,YES,200,1,460,0.22,1,77,27849,0.28,1,78,28309,0.28,1,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,Gor5_SagirID,Gor5 Sagir Id,varchar,YES,200,1,460,0.22,1,53,27849,0.19,1,54,28309,0.19,1,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,Young_FullName,Young Full Name,varchar,YES,200,0,460,0.00,1,0,27849,0.00,1,0,28309,0.00,1,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,YoungBirthDate,Young Birth Date,varchar,YES,200,0,460,0.00,1,0,27849,0.00,1,0,28309,0.00,1,,Date/time value.,"Temporal field; confirm timezone and valid ranges. In legacy data some fields may be sparsely populated. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,Young_Address,Young Address,varchar,YES,200,0,460,0.00,1,0,27849,0.00,1,0,28309,0.00,1,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,Young_Phone,Young Phone,varchar,YES,200,0,460,0.00,1,0,27849,0.00,1,0,28309,0.00,1,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,Young_BreedID,Young Breed Id,varchar,YES,200,0,460,0.00,1,0,27849,0.00,1,0,28309,0.00,1,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,Notes,Notes,varchar,YES,200,0,460,0.00,1,0,27849,0.00,1,0,28309,0.00,1,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,ShowID,Show Id,decimal,YES,,460,460,100.00,10,27849,27849,100.00,10,28309,28309,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,IsbillingOK,Isbilling Ok,decimal,YES,,6,460,1.30,1,1317,27849,4.73,2,1323,28309,4.67,2,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_registration,IsPedigreeOK,Is Pedigree Ok,decimal,YES,,6,460,1.30,1,1317,27849,4.73,2,1323,28309,4.67,2,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_registration,IsManagerOK,Is Manager Ok,decimal,YES,,6,460,1.30,1,1317,27849,4.73,2,1323,28309,4.67,2,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_registration,InvoiceID,Invoice Id,decimal,YES,,0,460,0.00,1,0,27849,0.00,1,0,28309,0.00,1,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,PrePayStatus,Pre Pay Status,varchar,YES,200,0,460,0.00,1,0,27849,0.00,1,0,28309,0.00,1,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,created_at,Created At,timestamp,YES,,460,460,100.00,10,27849,27849,100.00,10,28309,28309,100.00,10,,Creation timestamp of the record.,"Date/time the row was created. Used for windowing (W1/W2) when available. Ensure timezone consistency and non-nullability assumptions. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES. Primary candidate for windowing (W1/W2) if populated; otherwise fallback to other date columns."
shows_registration,updated_at,Updated At,timestamp,YES,,460,460,100.00,9,27849,27849,100.00,9,28309,28309,100.00,9,,Last modification timestamp.,"Date/time when the row was last updated. Often nullable; not used for windowing. Useful for audit trails but not a presence indicator. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES."
shows_registration,deleted_at,Deleted At,timestamp,YES,,32,460,6.96,1,2935,27849,10.54,2,2967,28309,10.48,2,,Soft delete timestamp.,"Nullable timestamp set when the row is soft-deleted. Presence here indicates deletion; absence does not imply use. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES. Soft-deletion flag; low usage does not imply irrelevance."
shows_registration,invoice_text,Invoice Text,varchar,YES,200,92,460,20.00,6,380,27849,1.36,1,472,28309,1.67,1,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,Gor_Parent_SagirID,Gor Parent Sagir Id,varchar,YES,255,0,460,0.00,1,145,27849,0.52,1,145,28309,0.51,1,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(255), Nullable: YES.",created_at,"Data type: varchar(255), Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,bGidul6_SagirID,B Gidul6 Sagir Id,varchar,YES,255,0,460,0.00,1,146,27849,0.52,1,146,28309,0.52,1,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(255), Nullable: YES.",created_at,"Data type: varchar(255), Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,ClassID,Class Id,decimal,YES,,0,460,0.00,1,25690,27849,92.25,10,25690,28309,90.75,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,registered_by,Registered By,double,YES,,0,460,0.00,1,21315,27849,76.54,10,21315,28309,75.29,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: double, Nullable: YES.",created_at,"FK to users.id (PrevUser). Data type: double, Nullable: YES."
shows_results,DataID,Data Id,int,NO,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: int, Nullable: NO.",created_at,"Data type: int, Nullable: NO."
shows_results,ModificationDateTime,Modification Date Time,datetime,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Last modification timestamp.,"Date/time when the row was last updated. Often nullable; not used for windowing. Useful for audit trails but not a presence indicator. Type: datetime, Nullable: YES.",created_at,"Data type: datetime, Nullable: YES."
shows_results,CreationDateTime,Creation Date Time,datetime,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Creation timestamp of the record.,"Date/time the row was created. Used for windowing (W1/W2) when available. Ensure timezone consistency and non-nullability assumptions. Type: datetime, Nullable: YES.",created_at,"Data type: datetime, Nullable: YES. Primary candidate for windowing (W1/W2) if populated; otherwise fallback to other date columns."
shows_results,RegDogID,Reg Dog Id,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Registration id (legacy mismatch exists pre‑2022). Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_results,SagirID,Sagir Id,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Dog key to DogsDB.SagirID. Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_results,JudgeName,Judge Name,varchar,YES,200,3,8307,0.04,1,20359,21561,94.43,10,20362,29868,68.17,9,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_results,ShowOrderID,Show Order Id,decimal,YES,,0,8307,0.00,1,0,21561,0.00,1,0,29868,0.00,1,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_results,MainArenaID,Main Arena Id,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_results,SubArenaID,Sub Arena Id,decimal,YES,,0,8307,0.00,1,0,21561,0.00,1,0,29868,0.00,1,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Unused in practice (W1/W2). Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_results,ClassID,Class Id,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_results,ShowID,Show Id,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_results,JCAC,Jcac,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,GCAC,Gcac,decimal,YES,,8307,8307,100.00,10,21546,21561,99.93,10,29853,29868,99.95,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,REJCAC,Rejcac,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,REGCAC,Regcac,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,CW,Cw,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BJ,Bj,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BV,Bv,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,CAC,Cac,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,RECACIB,Recacib,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,RECAC,Recac,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BP,Bp,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BB,Bb,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
shows_results,BOB,Bob,decimal,YES,,8307,8307,100.00,10,21561,21561,100.00,10,29868,29868,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
